id,date,email,vehicle_id,operation_type,is_booked
9484,2021-07-07,email13661@domain.es,2325,default,0
3596,2022-04-06,email704@domain.es,6777,default,0
1100,2022-03-23,email7972@domain.com,4336,default,0
4654,2021-07-23,email188@domain.com,507,default,0
4283,2022-03-01,email4268@domain.uk,1133,default,0
7439,2021-07-19,email1943@domain.es,7469,default,0
2705,2021-09-09,email2901@domain.es,63,forced,0
7260,2022-02-11,email1181@domain.it,5104,forced,0
6935,2021-08-16,email7201@domain.it,291,forced,0
7378,2022-02-19,email10047@domain.uk,6816,automatic,0
7903,2021-12-17,email14372@domain.com,7638,default,1
5783,2022-04-24,email2036@domain.com,83,default,0
4100,2021-11-06,email1133@domain.com,961,default,0
6660,2021-10-23,email5082@domain.com,5942,default,0
7472,2021-09-21,email5383@domain.com,2633,forced,0
6950,2021-10-31,email11190@domain.com,5769,default,0
1250,2021-09-03,email2938@domain.it,1665,forced,0
7959,2021-10-06,email885@domain.es,670,default,0
4564,2021-08-08,email9821@domain.com,1055,default,0
6569,2021-12-29,email1464@domain.com,8197,default,0
1958,2022-05-26,email2874@domain.uk,5330,default,0
203,2021-09-28,email9143@domain.uk,1168,default,0
6663,2021-08-17,email5154@domain.es,5244,default,0
9673,2022-06-29,email682@domain.com,5505,default,0
8927,2022-05-31,email2076@domain.com,3749,default,1
3628,2021-10-21,email25838@domain.es,483,automatic,0
1509,2021-12-22,email20190@domain.es,2540,default,0
9841,2022-06-27,email1864@domain.it,7939,default,0
6600,2022-03-22,email1057@domain.es,3469,automatic,1
1817,2021-07-11,email2989@domain.it,195,automatic,0
1242,2021-10-13,email23255@domain.it,5593,forced,1
6716,2022-05-29,email3356@domain.com,4427,default,0
4291,2021-11-18,email2923@domain.es,1002,default,0
2364,2022-05-02,email6540@domain.com,7466,default,0
1822,2021-12-11,email9929@domain.com,4143,default,0
8306,2021-10-21,email12741@domain.com,3058,default,0
7769,2021-11-21,email7858@domain.com,7725,automatic,0
9441,2022-06-01,email1745@domain.com,4142,default,0
7461,2022-04-06,email17651@domain.com,7287,automatic,0
8047,2022-02-09,email3977@domain.uk,1261,automatic,0
5249,2021-09-21,email6731@domain.it,7391,default,0
5572,2021-11-11,email9054@domain.it,2144,automatic,0
9979,2022-03-03,email10967@domain.it,627,automatic,0
703,2021-10-16,email2595@domain.com,5749,automatic,0
7451,2022-03-17,email40960@domain.uk,8345,default,0
9827,2021-11-04,email13029@domain.it,3401,automatic,0
5560,2021-09-24,email17722@domain.it,2703,default,0
7657,2022-01-19,email2263@domain.uk,3709,default,0
2251,2021-11-27,email7172@domain.com,8093,default,0
235,2022-04-07,email6713@domain.uk,2752,automatic,0
9881,2022-01-27,email506@domain.uk,384,default,0
6820,2021-12-10,email4456@domain.it,3435,automatic,0
3941,2022-01-20,email20906@domain.es,2995,default,0
2934,2021-09-17,email2450@domain.es,2048,automatic,0
5383,2022-04-11,email15748@domain.it,639,default,0
6768,2021-08-23,email13967@domain.es,4038,default,0
6696,2021-10-11,email11346@domain.com,1137,default,0
5343,2021-08-15,email2292@domain.com,5264,default,0
6213,2021-07-12,email8134@domain.com,2991,default,0
1333,2021-12-04,email7162@domain.com,3150,default,0
5766,2022-02-03,email5646@domain.com,4032,automatic,0
6108,2021-12-21,email219@domain.it,1910,default,0
2138,2021-12-12,email2694@domain.it,4268,default,0
7146,2021-07-06,email4721@domain.com,809,default,0
2706,2022-03-17,email1721@domain.uk,2354,default,0
8754,2022-06-21,email4935@domain.uk,8495,default,0
7674,2021-07-07,email33216@domain.it,4514,default,1
4015,2022-01-17,email499@domain.com,4193,default,0
9197,2021-12-11,email18957@domain.com,1108,automatic,0
1727,2021-11-29,email11622@domain.uk,6959,forced,0
3360,2022-04-06,email28379@domain.com,2788,default,1
3198,2021-08-03,email9846@domain.com,3132,default,0
3900,2021-08-10,email10431@domain.com,2468,automatic,0
7287,2021-10-31,email11517@domain.com,7746,default,0
605,2021-07-28,email12062@domain.it,88,default,0
3346,2021-10-13,email36607@domain.com,7721,forced,0
9481,2022-02-28,email8462@domain.com,7145,default,0
4032,2022-02-10,email35143@domain.es,262,forced,0
4687,2022-01-03,email7381@domain.it,8356,automatic,0
4861,2022-05-29,email5713@domain.it,2122,default,0
4943,2022-06-16,email11734@domain.com,7227,default,0
3182,2021-12-22,email22301@domain.com,3078,forced,0
4663,2021-09-14,email10231@domain.com,1307,default,0
9271,2021-10-06,email6677@domain.uk,5626,automatic,0
9162,2021-11-22,email6979@domain.es,2436,forced,0
5763,2022-05-13,email19709@domain.es,5275,automatic,0
6706,2021-07-18,email13943@domain.uk,3227,default,1
8567,2021-11-04,email2415@domain.it,1405,default,0
3929,2021-10-10,email5190@domain.com,593,default,0
9183,2021-12-23,email931@domain.es,6860,default,0
5376,2022-01-08,email15211@domain.com,597,default,0
8114,2022-03-14,email1684@domain.uk,1177,default,0
344,2022-03-06,email17750@domain.es,7808,default,0
3863,2021-11-21,email10564@domain.it,5736,default,0
8875,2021-10-10,email1254@domain.com,5537,default,0
6931,2021-11-21,email16661@domain.com,7130,default,0
4570,2021-08-09,email5892@domain.uk,7093,automatic,0
3199,2022-06-21,email1113@domain.com,5756,default,1
683,2021-09-07,email27070@domain.com,5603,default,0
838,2022-04-04,email7957@domain.com,5164,default,0
9535,2021-09-18,email1840@domain.es,1893,default,0
1305,2022-02-16,email15504@domain.it,7448,automatic,1
9778,2021-12-02,email12164@domain.it,473,default,0
9853,2021-10-10,email9444@domain.com,207,default,0
4532,2021-08-25,email424@domain.es,3403,default,0
5970,2021-07-25,email902@domain.it,7549,default,0
1957,2022-06-08,email6588@domain.it,2706,automatic,0
1403,2021-11-06,email15537@domain.com,8082,forced,0
8149,2022-02-08,email61865@domain.com,4768,automatic,0
1008,2021-08-01,email1861@domain.com,8437,default,0
5865,2021-08-20,email43277@domain.it,1490,default,0
2975,2022-02-14,email641@domain.it,4459,default,0
2196,2021-12-12,email5690@domain.it,2808,automatic,0
1595,2022-04-25,email3255@domain.com,7787,default,0
4210,2022-02-25,email7187@domain.it,4130,default,0
1923,2022-04-06,email13733@domain.com,84,automatic,0
467,2021-08-04,email13026@domain.com,4415,default,0
5250,2021-12-17,email5848@domain.it,6007,default,0
1985,2022-01-09,email1654@domain.com,7690,default,0
1904,2021-09-06,email2415@domain.com,5964,default,0
8999,2022-01-16,email10018@domain.com,327,default,1
717,2021-09-23,email5289@domain.es,2873,default,0
8537,2022-02-19,email36519@domain.com,743,default,0
4510,2022-01-17,email513@domain.com,6984,default,0
395,2022-05-31,email8745@domain.uk,5362,default,0
2346,2021-07-05,email6065@domain.it,6568,forced,0
2779,2021-09-18,email25621@domain.com,377,default,0
8891,2021-11-20,email1151@domain.com,3084,forced,0
7572,2022-05-19,email1984@domain.com,4345,default,0
5357,2021-09-29,email1901@domain.it,1432,automatic,0
9000,2021-11-05,email10230@domain.com,1698,automatic,0
9565,2021-12-13,email17968@domain.com,4369,default,0
2989,2021-07-13,email3345@domain.com,1015,default,0
7293,2021-11-27,email2292@domain.com,977,automatic,1
813,2022-05-04,email8415@domain.es,2076,default,0
6606,2021-07-12,email16560@domain.it,6233,automatic,1
7135,2021-12-15,email5810@domain.it,1081,automatic,1
7686,2021-12-28,email4919@domain.it,4855,default,0
7181,2022-05-10,email3705@domain.com,4041,default,0
3145,2021-10-09,email3667@domain.com,7716,default,0
9279,2021-08-11,email17043@domain.es,417,automatic,0
44,2021-09-08,email26927@domain.es,7853,default,0
4364,2021-07-04,email4607@domain.com,8132,forced,0
4575,2022-05-08,email191@domain.it,6106,default,0
8902,2022-05-08,email3687@domain.it,1370,forced,0
5829,2021-11-21,email9447@domain.it,4934,automatic,0
3363,2022-01-15,email10174@domain.it,738,default,0
7386,2021-07-24,email5368@domain.it,7739,default,0
9284,2022-03-09,email754@domain.com,7138,default,0
1495,2022-03-29,email3406@domain.com,8173,default,0
5257,2021-08-08,email713@domain.es,2235,default,0
1286,2022-05-21,email13394@domain.com,3367,default,0
7745,2022-05-16,email22142@domain.com,8206,default,0
5966,2022-06-21,email8041@domain.it,6447,automatic,0
9679,2021-12-28,email17264@domain.it,8524,automatic,1
9872,2022-01-28,email781@domain.it,822,default,1
2385,2022-01-09,email3385@domain.es,3759,default,0
4008,2021-08-05,email16511@domain.uk,1624,default,0
5589,2022-02-21,email25236@domain.com,6813,default,0
2349,2022-02-25,email8447@domain.es,5899,automatic,0
5801,2022-02-05,email24382@domain.es,7506,default,0
8719,2021-09-30,email2793@domain.uk,7786,default,0
4102,2022-03-06,email36219@domain.it,7629,forced,0
6091,2021-11-14,email5130@domain.uk,387,default,0
5891,2021-12-06,email27507@domain.it,2408,default,0
1253,2021-07-21,email490@domain.com,6541,default,0
6723,2021-11-15,email7495@domain.it,3052,default,0
7029,2021-11-06,email330@domain.it,5905,default,0
1339,2021-09-05,email1122@domain.com,6669,default,0
2667,2022-02-27,email8888@domain.com,4897,automatic,0
1129,2021-12-07,email1581@domain.com,6485,forced,0
409,2021-10-28,email31494@domain.com,7522,default,1
9837,2022-05-28,email1264@domain.com,4373,default,0
9219,2022-05-06,email28367@domain.it,5459,default,1
4138,2022-06-09,email4519@domain.it,2014,default,1
5055,2021-08-09,email9665@domain.com,3801,default,0
6271,2022-05-01,email33527@domain.uk,7546,forced,0
1015,2021-09-06,email1781@domain.com,8622,default,0
515,2021-10-15,email3622@domain.uk,515,default,0
5754,2021-08-11,email16069@domain.es,4021,default,0
7228,2022-04-22,email9850@domain.it,8360,forced,0
7581,2022-02-17,email34908@domain.uk,2050,default,0
4964,2021-10-27,email6813@domain.com,6961,default,0
7633,2022-01-06,email7781@domain.es,1063,automatic,0
9196,2021-09-20,email5526@domain.com,4330,default,0
7294,2021-10-05,email13371@domain.uk,2115,default,0
2928,2021-12-10,email6146@domain.com,2010,automatic,0
630,2021-12-09,email5604@domain.it,148,default,0
3831,2022-01-13,email7796@domain.com,4055,automatic,0
7491,2021-10-29,email10419@domain.com,3773,default,0
7719,2022-02-22,email11691@domain.it,4922,default,0
2018,2021-10-28,email5452@domain.com,6318,forced,0
1161,2021-08-19,email3229@domain.com,8284,default,0
3234,2021-10-09,email7502@domain.com,7562,automatic,0
4644,2022-02-01,email4146@domain.it,8308,default,0
186,2022-05-24,email17902@domain.uk,6279,forced,0
2187,2021-07-15,email15012@domain.it,5292,default,1
7186,2022-03-22,email12054@domain.com,1486,automatic,0
3974,2021-11-03,email1626@domain.com,4872,default,0
5364,2022-01-24,email7062@domain.com,5588,default,0
420,2021-12-18,email1944@domain.com,4923,default,0
5656,2022-01-14,email494@domain.es,6509,default,0
7478,2021-10-22,email2829@domain.uk,6503,automatic,0
2043,2021-12-18,email5049@domain.uk,2039,default,0
2959,2022-02-15,email30662@domain.it,4607,default,0
3861,2021-09-14,email2933@domain.it,5325,default,0
8442,2021-08-25,email15@domain.com,4729,default,0
3120,2021-11-17,email1637@domain.com,6377,default,0
4636,2022-04-06,email5283@domain.uk,2155,default,0
2748,2021-09-16,email3177@domain.it,5182,forced,0
4178,2022-05-23,email2411@domain.it,6633,automatic,0
6561,2022-06-30,email3546@domain.es,1027,automatic,0
4875,2021-11-28,email23420@domain.com,7436,default,0
5401,2021-11-08,email14082@domain.uk,6044,forced,0
7729,2021-12-07,email4988@domain.uk,751,default,0
2489,2022-01-29,email3572@domain.it,3618,default,0
3851,2021-08-04,email1911@domain.com,7730,default,0
8122,2021-10-14,email1843@domain.es,6210,automatic,1
2502,2022-05-19,email6959@domain.es,1268,automatic,0
5641,2021-11-06,email22209@domain.com,1222,default,0
5272,2021-10-16,email1971@domain.com,4481,automatic,0
2690,2021-11-03,email561@domain.com,746,default,0
8787,2021-10-27,email18920@domain.com,7930,default,0
7501,2021-09-23,email23160@domain.com,6783,default,0
2561,2022-04-09,email31191@domain.com,3611,default,1
6817,2021-11-08,email13682@domain.com,5713,automatic,0
2183,2021-09-16,email6272@domain.it,6666,automatic,0
6728,2021-10-13,email6146@domain.com,5984,default,0
5925,2021-11-09,email5484@domain.es,462,default,0
8059,2022-04-25,email10888@domain.com,2764,default,0
6718,2022-06-20,email6553@domain.com,1373,automatic,0
2581,2021-10-18,email52554@domain.com,2614,default,0
7139,2021-10-06,email34844@domain.it,1760,default,0
9901,2022-05-06,email6358@domain.es,920,default,0
6317,2022-01-26,email16072@domain.es,223,default,0
3996,2021-11-24,email14751@domain.com,3189,forced,0
9260,2022-03-04,email27290@domain.uk,7884,default,0
9520,2022-01-01,email8524@domain.uk,4917,default,0
7818,2022-06-23,email13246@domain.com,7256,default,0
5942,2022-04-19,email12008@domain.uk,7910,default,1
178,2022-04-09,email9236@domain.uk,3848,default,0
9641,2022-05-19,email10866@domain.com,6988,default,0
549,2021-10-17,email10125@domain.com,576,default,0
4197,2021-09-30,email3542@domain.com,3330,default,0
8757,2022-06-17,email15286@domain.com,3364,default,0
2646,2022-05-07,email1448@domain.com,2736,automatic,0
6122,2022-04-12,email13364@domain.com,2837,default,0
5068,2021-08-19,email27009@domain.com,4635,default,0
3993,2021-08-23,email1717@domain.it,4313,default,0
2,2022-04-05,email13513@domain.com,2914,default,0
4571,2022-05-15,email11403@domain.es,5190,default,0
9448,2022-04-04,email12774@domain.es,7272,automatic,0
385,2021-09-12,email21308@domain.it,68,default,0
1047,2022-02-28,email2846@domain.es,2629,default,0
8833,2022-05-05,email4050@domain.com,663,default,0
7853,2021-10-13,email1554@domain.com,8498,automatic,0
2821,2022-01-02,email1732@domain.uk,4180,default,1
6953,2022-06-01,email25269@domain.uk,4708,default,0
6148,2021-09-08,email6443@domain.com,7312,default,0
3881,2021-11-29,email27279@domain.com,2539,automatic,0
8610,2021-12-05,email632@domain.uk,7804,default,0
4022,2022-04-20,email47091@domain.it,5901,default,0
3801,2022-05-02,email3665@domain.es,1110,default,0
4450,2022-05-26,email1902@domain.it,6230,default,0
6021,2021-11-11,email21181@domain.uk,5180,default,0
5691,2021-09-18,email40596@domain.uk,3708,default,0
6139,2022-06-13,email10840@domain.it,4587,default,1
7353,2022-04-08,email670@domain.uk,526,default,0
5922,2021-11-30,email24020@domain.es,4150,automatic,0
3433,2022-01-25,email10513@domain.com,5630,automatic,0
7222,2021-09-29,email6043@domain.com,4337,automatic,0
9005,2021-12-25,email1661@domain.com,7374,default,0
2441,2022-05-23,email1304@domain.com,3426,default,0
9839,2021-11-27,email3372@domain.com,217,default,0
4475,2021-11-14,email20611@domain.uk,5714,default,0
3469,2021-11-20,email18635@domain.it,6572,default,0
3245,2021-10-29,email235@domain.es,6434,automatic,0
201,2022-02-13,email5322@domain.it,653,default,0
3942,2021-07-11,email7351@domain.com,8300,automatic,0
867,2021-09-18,email2169@domain.com,6623,forced,1
3796,2021-09-01,email13012@domain.com,2950,default,0
5146,2021-09-04,email14942@domain.uk,3166,default,0
5140,2022-03-11,email2003@domain.it,8012,default,0
5177,2021-08-22,email26699@domain.es,4316,default,0
3377,2021-09-16,email8347@domain.com,130,default,1
9100,2021-07-21,email5158@domain.com,828,default,1
1644,2021-09-16,email4946@domain.uk,4711,default,0
4550,2021-10-22,email3408@domain.it,1805,default,0
177,2022-04-06,email1590@domain.uk,3848,forced,0
3247,2022-06-14,email3386@domain.it,1355,forced,1
603,2021-08-18,email13627@domain.it,3265,default,0
7377,2021-08-03,email16830@domain.it,2505,automatic,1
7927,2021-07-27,email20474@domain.it,1412,automatic,0
6604,2022-04-18,email4179@domain.it,3088,default,0
50,2021-11-07,email10275@domain.com,5533,automatic,0
545,2021-07-14,email2784@domain.com,6191,default,0
4909,2022-01-25,email13236@domain.com,1587,default,0
9124,2021-11-19,email9754@domain.it,1411,default,0
9447,2022-02-06,email7098@domain.uk,2464,default,0
8220,2022-05-26,email2375@domain.com,1448,default,0
2980,2022-05-11,email3770@domain.it,5633,default,0
1743,2022-02-28,email3793@domain.com,8236,automatic,0
535,2021-11-28,email16938@domain.com,8662,default,0
4408,2021-07-15,email4595@domain.com,1848,default,0
3306,2022-04-01,email3876@domain.com,2283,default,0
9752,2021-09-18,email1298@domain.it,2093,automatic,0
4346,2021-07-09,email415@domain.it,5861,default,0
9916,2022-05-25,email1045@domain.it,243,automatic,0
3299,2022-01-08,email32001@domain.uk,3703,automatic,0
7015,2021-11-02,email14795@domain.uk,2439,default,0
8146,2021-07-03,email6120@domain.it,5242,default,0
7487,2021-07-05,email21093@domain.com,5290,default,0
6755,2021-08-22,email15161@domain.com,7888,automatic,0
9708,2021-08-02,email1596@domain.com,5460,default,0
9618,2022-04-21,email2824@domain.it,395,default,1
279,2021-12-16,email3177@domain.com,1637,default,0
7963,2022-02-27,email1071@domain.com,1749,automatic,0
2685,2022-03-03,email158@domain.es,3418,forced,0
7992,2022-01-27,email5226@domain.it,8097,automatic,0
6670,2022-02-10,email553@domain.uk,3822,default,0
8795,2022-03-28,email69752@domain.uk,337,default,1
9321,2022-05-11,email31557@domain.com,4428,default,1
3225,2022-02-16,email2751@domain.es,3449,default,1
3242,2021-11-04,email23068@domain.it,1911,automatic,0
6534,2022-02-23,email17064@domain.com,6965,automatic,0
4668,2021-09-25,email16155@domain.com,6438,automatic,0
4140,2021-07-24,email12906@domain.com,7113,default,1
3022,2022-06-26,email17670@domain.it,7021,default,1
9938,2021-11-22,email1506@domain.com,7069,default,0
9642,2022-04-01,email12799@domain.it,2564,automatic,0
5247,2022-04-27,email9625@domain.it,3071,forced,0
7878,2022-03-06,email773@domain.com,1837,default,0
2012,2021-07-16,email3820@domain.uk,5525,automatic,0
9764,2022-05-10,email5830@domain.es,8459,automatic,0
1988,2021-11-26,email840@domain.com,297,default,0
4352,2021-10-07,email13984@domain.es,3782,default,0
5267,2022-04-08,email737@domain.uk,271,default,0
1311,2021-08-04,email18854@domain.uk,3884,default,0
3710,2022-05-03,email1728@domain.uk,4818,forced,0
8609,2022-04-19,email13020@domain.it,964,default,0
4187,2022-05-03,email22490@domain.uk,967,default,0
5256,2022-01-08,email4738@domain.it,6637,default,0
3716,2021-10-05,email10440@domain.uk,2116,default,1
3330,2021-08-24,email17717@domain.com,5328,forced,0
806,2021-07-22,email1108@domain.com,7083,automatic,0
5782,2022-04-01,email1414@domain.it,2160,default,1
4062,2021-08-22,email29217@domain.it,886,default,0
519,2021-09-02,email28166@domain.com,6275,default,0
5827,2022-02-28,email8852@domain.it,4853,default,0
6665,2021-08-11,email7898@domain.com,6843,automatic,0
9165,2021-10-08,email11320@domain.com,7956,default,1
7170,2021-08-20,email2982@domain.it,1483,default,1
4682,2022-05-18,email1301@domain.uk,2768,automatic,0
2071,2022-04-08,email2584@domain.uk,7948,default,0
4285,2022-03-01,email1969@domain.uk,1133,default,0
8632,2021-09-29,email1528@domain.com,1885,default,0
870,2021-08-26,email2713@domain.com,5489,default,0
6311,2022-02-02,email9912@domain.com,5377,default,0
5011,2022-06-02,email18090@domain.it,530,default,0
5114,2022-02-04,email5204@domain.uk,5786,default,0
6393,2022-02-28,email5100@domain.it,2384,default,0
3256,2022-04-04,email17214@domain.com,3368,automatic,0
2753,2021-09-03,email7444@domain.uk,4860,default,0
247,2021-07-04,email13973@domain.uk,7447,default,0
3631,2022-02-08,email7016@domain.es,4075,automatic,1
7223,2021-11-19,email4254@domain.com,2379,default,0
5878,2021-12-03,email27613@domain.it,8369,default,0
3303,2021-11-11,email634@domain.it,677,automatic,0
4055,2022-03-07,email4625@domain.com,6382,default,0
9047,2021-10-07,email1569@domain.com,2872,automatic,1
5623,2021-10-13,email5211@domain.com,1278,default,0
7575,2022-01-03,email18045@domain.com,1569,default,0
2193,2021-10-19,email7991@domain.com,1585,default,0
4694,2022-01-03,email2760@domain.com,1999,default,0
9460,2022-05-04,email12702@domain.it,3161,default,0
190,2021-07-30,email11443@domain.com,8651,default,0
2624,2021-08-26,email7742@domain.com,3218,default,0
3634,2021-08-08,email16305@domain.es,4696,automatic,1
4895,2022-01-15,email2634@domain.es,8388,default,0
4548,2022-03-14,email10699@domain.uk,1971,default,0
8407,2022-04-22,email277@domain.it,1080,default,0
3439,2021-08-09,email12217@domain.com,7591,forced,0
3722,2022-03-11,email2214@domain.es,683,default,0
702,2022-06-01,email37970@domain.es,4950,default,1
1706,2022-01-31,email11819@domain.it,205,automatic,0
8872,2022-03-07,email34597@domain.it,2716,default,0
5604,2022-03-20,email18077@domain.com,3826,default,1
1970,2022-06-28,email4334@domain.com,8613,default,0
5013,2022-05-26,email2356@domain.com,5578,default,0
1155,2022-03-08,email818@domain.com,8558,default,0
4850,2021-08-08,email30734@domain.it,661,default,0
4499,2021-09-16,email4948@domain.es,2994,default,0
5631,2021-12-23,email284@domain.it,1871,automatic,0
6303,2021-09-04,email13285@domain.com,4989,default,0
4613,2021-11-23,email1957@domain.com,7895,forced,0
6625,2021-11-07,email5687@domain.com,3386,default,0
4736,2021-11-13,email1949@domain.it,4899,default,1
312,2021-07-26,email1039@domain.it,265,default,0
2191,2022-04-28,email6654@domain.it,4823,default,0
3521,2022-01-07,email31035@domain.it,5973,automatic,0
9091,2021-11-11,email5069@domain.com,2737,automatic,0
2767,2021-07-07,email20416@domain.com,7976,default,0
1466,2022-01-13,email8313@domain.com,179,default,0
5796,2021-11-24,email14344@domain.com,3857,default,1
1856,2021-08-08,email842@domain.com,4342,default,0
9574,2022-05-17,email15951@domain.it,1891,default,0
747,2022-05-08,email37290@domain.it,6659,automatic,0
9175,2022-01-20,email40416@domain.com,756,default,0
2631,2021-09-28,email1417@domain.com,285,default,0
7543,2021-08-05,email37109@domain.com,5300,automatic,0
6261,2021-09-24,email9171@domain.it,4009,default,0
9654,2022-03-21,email1689@domain.it,5358,default,0
6081,2021-09-11,email3561@domain.uk,439,default,0
6766,2021-10-18,email4424@domain.com,3077,default,0
7870,2022-03-15,email30289@domain.it,3006,default,0
917,2021-11-20,email22184@domain.com,8133,default,0
6307,2021-08-15,email6796@domain.it,6600,automatic,0
4580,2022-04-06,email4084@domain.uk,407,automatic,0
8916,2022-04-02,email13816@domain.es,3297,default,1
846,2022-03-28,email10321@domain.com,193,forced,0
6394,2022-06-14,email5615@domain.com,3527,automatic,0
8813,2021-08-25,email2500@domain.uk,6925,default,0
3462,2022-04-06,email6652@domain.it,1803,default,1
9052,2022-04-10,email6705@domain.com,6176,default,1
1784,2022-06-15,email3398@domain.uk,1901,default,0
7707,2022-05-10,email18740@domain.es,7007,default,0
7413,2022-02-03,email14659@domain.it,7036,automatic,0
1163,2021-11-11,email9268@domain.com,6170,default,0
6380,2021-08-02,email5909@domain.com,1785,default,0
9400,2021-10-28,email17728@domain.com,2722,default,0
1747,2022-05-06,email6974@domain.es,5175,default,0
939,2022-04-12,email18024@domain.uk,5404,default,0
588,2021-12-16,email18370@domain.com,1349,automatic,0
4412,2021-07-25,email273@domain.com,2040,automatic,1
7457,2022-04-01,email15289@domain.it,7473,default,0
2793,2022-03-20,email9768@domain.com,1591,default,0
4322,2022-05-22,email15362@domain.com,7216,default,0
7389,2021-09-06,email7862@domain.com,7825,default,0
692,2022-01-06,email22308@domain.es,8631,default,0
5052,2021-08-19,email15888@domain.com,1553,forced,1
8420,2021-11-04,email9049@domain.com,4767,default,0
1517,2021-10-16,email4124@domain.uk,7863,default,0
1447,2021-12-23,email17976@domain.it,3482,default,0
8318,2021-10-23,email7082@domain.com,4908,default,0
4200,2022-01-07,email206@domain.uk,867,default,0
1530,2021-09-19,email15327@domain.com,1755,default,0
64,2022-01-20,email10087@domain.com,3114,automatic,0
7709,2021-12-31,email9678@domain.it,5260,default,0
1082,2022-03-03,email451@domain.com,386,default,0
9151,2021-07-18,email276@domain.com,5548,default,0
6329,2021-11-30,email2315@domain.com,5501,default,0
6155,2022-04-04,email397@domain.it,5093,default,0
8780,2021-09-24,email12897@domain.es,6449,forced,0
1668,2022-05-04,email11397@domain.com,3612,default,0
6787,2021-12-04,email2038@domain.com,5170,default,0
3923,2022-06-05,email22181@domain.uk,3765,automatic,0
9551,2021-12-03,email7908@domain.com,5105,default,0
8698,2021-11-04,email1841@domain.com,8454,default,1
3117,2022-06-15,email273@domain.it,6801,default,0
1400,2021-07-05,email448@domain.es,1832,default,0
4662,2021-11-04,email519@domain.uk,6042,default,0
3600,2022-01-31,email438@domain.com,2327,default,0
5571,2022-05-04,email6486@domain.it,2814,default,0
3133,2022-05-13,email23816@domain.com,2527,automatic,0
4984,2022-01-02,email8467@domain.com,7254,default,0
8598,2021-10-21,email8796@domain.com,178,default,0
9419,2021-10-13,email2421@domain.it,3447,default,0
26,2021-10-31,email4032@domain.it,7031,default,0
2169,2022-03-31,email45341@domain.com,6117,default,0
7113,2022-04-06,email11734@domain.com,1207,automatic,0
9230,2022-03-08,email2287@domain.it,6691,default,0
9003,2022-01-12,email3227@domain.es,1673,default,0
5788,2022-06-18,email54594@domain.uk,1173,automatic,0
8584,2021-10-13,email8785@domain.it,2162,default,0
6886,2021-07-22,email4812@domain.it,2705,default,0
3901,2021-09-17,email5447@domain.es,7590,default,0
5160,2021-12-24,email5080@domain.com,2350,default,0
724,2022-06-26,email20763@domain.it,3835,default,0
1039,2021-10-25,email4403@domain.it,2690,default,0
3144,2022-02-28,email27047@domain.it,8655,default,0
3727,2021-09-01,email137@domain.com,5695,automatic,0
8096,2022-05-12,email6450@domain.es,3903,default,0
7798,2021-10-01,email51597@domain.com,5159,default,0
9019,2021-08-07,email8922@domain.it,6443,default,0
4006,2022-02-17,email6281@domain.com,496,default,0
204,2021-09-27,email38683@domain.es,5577,default,0
6781,2021-10-16,email16320@domain.com,6084,automatic,1
2501,2022-05-31,email6939@domain.es,1268,automatic,0
596,2021-10-26,email11638@domain.com,1937,default,0
8360,2022-02-19,email3834@domain.com,371,default,0
1042,2021-07-25,email3566@domain.uk,4198,default,0
